,cobertura,edad,varon,mujer,total,provincia
529,Obra social o prepaga (incluye PAMI),78,43166,28736,71902,Buenos Aires
530,Obra social o prepaga (incluye PAMI),79,39702,25526,65228,Buenos Aires
531,Obra social o prepaga (incluye PAMI),80,36571,22915,59486,Buenos Aires
532,Obra social o prepaga (incluye PAMI),81,33412,20263,53675,Buenos Aires
533,Obra social o prepaga (incluye PAMI),82,32897,18918,51815,Buenos Aires
534,Obra social o prepaga (incluye PAMI),83,28505,15779,44284,Buenos Aires
535,Obra social o prepaga (incluye PAMI),84,25602,13486,39088,Buenos Aires
536,Obra social o prepaga (incluye PAMI),85,23210,11867,35077,Buenos Aires
537,Obra social o prepaga (incluye PAMI),86,20938,10273,31211,Buenos Aires
538,Obra social o prepaga (incluye PAMI),87,18209,8857,27066,Buenos Aires
539,Obra social o prepaga (incluye PAMI),88,15772,7120,22892,Buenos Aires
540,Obra social o prepaga (incluye PAMI),89,14172,6222,20394,Buenos Aires
541,Obra social o prepaga (incluye PAMI),90,12299,5081,17380,Buenos Aires
542,Obra social o prepaga (incluye PAMI),91,10183,4138,14321,Buenos Aires
543,Obra social o prepaga (incluye PAMI),92,8624,3109,11733,Buenos Aires
544,Obra social o prepaga (incluye PAMI),93,6508,2353,8861,Buenos Aires
545,Obra social o prepaga (incluye PAMI),94,4983,1790,6773,Buenos Aires
546,Obra social o prepaga (incluye PAMI),95,3880,1277,5157,Buenos Aires
547,Obra social o prepaga (incluye PAMI),96,2751,973,3724,Buenos Aires
548,Obra social o prepaga (incluye PAMI),97,2103,680,2783,Buenos Aires
549,Obra social o prepaga (incluye PAMI),98,1475,476,1951,Buenos Aires
550,Obra social o prepaga (incluye PAMI),99,1096,411,1507,Buenos Aires
551,Obra social o prepaga (incluye PAMI),100,460,99,559,Buenos Aires
552,Obra social o prepaga (incluye PAMI),101,258,74,332,Buenos Aires
553,Obra social o prepaga (incluye PAMI),102,284,87,371,Buenos Aires
554,Obra social o prepaga (incluye PAMI),103,151,76,227,Buenos Aires
555,Obra social o prepaga (incluye PAMI),104,79,24,103,Buenos Aires
556,Obra social o prepaga (incluye PAMI),105,64,18,82,Buenos Aires
557,Obra social o prepaga (incluye PAMI),106,35,9,44,Buenos Aires
558,Obra social o prepaga (incluye PAMI),107,26,16,42,Buenos Aires
559,Obra social o prepaga (incluye PAMI),108,34,11,45,Buenos Aires
560,Obra social o prepaga (incluye PAMI),109,24,12,36,Buenos Aires
561,Obra social o prepaga (incluye PAMI),110,20,8,28,Buenos Aires
563,Programas o planes estatales de salud,,Mujer/Femenino,Varón/Masculino,Total,Buenos Aires
564,Programas o planes estatales de salud,0,2543,2668,5211,Buenos Aires
565,Programas o planes estatales de salud,1,2632,2677,5309,Buenos Aires
566,Programas o planes estatales de salud,2,2918,3145,6063,Buenos Aires
567,Programas o planes estatales de salud,3,3353,3272,6625,Buenos Aires
568,Programas o planes estatales de salud,4,3332,3581,6913,Buenos Aires
569,Programas o planes estatales de salud,5,3549,3599,7148,Buenos Aires
570,Programas o planes estatales de salud,6,3694,3834,7528,Buenos Aires
571,Programas o planes estatales de salud,7,3736,4137,7873,Buenos Aires
572,Programas o planes estatales de salud,8,3815,3885,7700,Buenos Aires
573,Programas o planes estatales de salud,9,4007,4184,8191,Buenos Aires
574,Programas o planes estatales de salud,10,4021,4148,8169,Buenos Aires
575,Programas o planes estatales de salud,11,3931,4103,8034,Buenos Aires
576,Programas o planes estatales de salud,12,4091,4287,8378,Buenos Aires
577,Programas o planes estatales de salud,13,3856,4174,8030,Buenos Aires
578,Programas o planes estatales de salud,14,3910,4129,8039,Buenos Aires
579,Programas o planes estatales de salud,15,3743,3935,7678,Buenos Aires
580,Programas o planes estatales de salud,16,3760,3876,7636,Buenos Aires
581,Programas o planes estatales de salud,17,3749,3926,7675,Buenos Aires
582,Programas o planes estatales de salud,18,3566,3507,7073,Buenos Aires
583,Programas o planes estatales de salud,19,3433,3327,6760,Buenos Aires
584,Programas o planes estatales de salud,20,3224,3195,6419,Buenos Aires
585,Programas o planes estatales de salud,21,3201,2896,6097,Buenos Aires
586,Programas o planes estatales de salud,22,3482,3041,6523,Buenos Aires
587,Programas o planes estatales de salud,23,3488,2983,6471,Buenos Aires
588,Programas o planes estatales de salud,24,3608,2971,6579,Buenos Aires
589,Programas o planes estatales de salud,25,3813,3093,6906,Buenos Aires
590,Programas o planes estatales de salud,26,3860,3136,6996,Buenos Aires
591,Programas o planes estatales de salud,27,4153,3162,7315,Buenos Aires
592,Programas o planes estatales de salud,28,3992,3016,7008,Buenos Aires
593,Programas o planes estatales de salud,29,4234,3124,7358,Buenos Aires
594,Programas o planes estatales de salud,30,4631,3403,8034,Buenos Aires
595,Programas o planes estatales de salud,31,4333,3258,7591,Buenos Aires
596,Programas o planes estatales de salud,32,4454,3159,7613,Buenos Aires
597,Programas o planes estatales de salud,33,4250,3225,7475,Buenos Aires
598,Programas o planes estatales de salud,34,4221,3194,7415,Buenos Aires
599,Programas o planes estatales de salud,35,4274,3165,7439,Buenos Aires
600,Programas o planes estatales de salud,36,4135,3086,7221,Buenos Aires
601,Programas o planes estatales de salud,37,3897,2905,6802,Buenos Aires
602,Programas o planes estatales de salud,38,4114,3110,7224,Buenos Aires
603,Programas o planes estatales de salud,39,4290,3171,7461,Buenos Aires
604,Programas o planes estatales de salud,40,4564,3475,8039,Buenos Aires
605,Programas o planes estatales de salud,41,4206,3202,7408,Buenos Aires
606,Programas o planes estatales de salud,42,4463,3263,7726,Buenos Aires
607,Programas o planes estatales de salud,43,4340,3149,7489,Buenos Aires
608,Programas o planes estatales de salud,44,4217,3095,7312,Buenos Aires
609,Programas o planes estatales de salud,45,4086,3006,7092,Buenos Aires
610,Programas o planes estatales de salud,46,3890,2781,6671,Buenos Aires
611,Programas o planes estatales de salud,47,3840,2766,6606,Buenos Aires
612,Programas o planes estatales de salud,48,3711,2679,6390,Buenos Aires
613,Programas o planes estatales de salud,49,3802,2781,6583,Buenos Aires
614,Programas o planes estatales de salud,50,3933,2918,6851,Buenos Aires
615,Programas o planes estatales de salud,51,3610,2588,6198,Buenos Aires
616,Programas o planes estatales de salud,52,3507,2572,6079,Buenos Aires
617,Programas o planes estatales de salud,53,3190,2281,5471,Buenos Aires
618,Programas o planes estatales de salud,54,3202,2285,5487,Buenos Aires
619,Programas o planes estatales de salud,55,3148,2210,5358,Buenos Aires
620,Programas o planes estatales de salud,56,3072,2194,5266,Buenos Aires
621,Programas o planes estatales de salud,57,3206,2291,5497,Buenos Aires
622,Programas o planes estatales de salud,58,3156,2164,5320,Buenos Aires
623,Programas o planes estatales de salud,59,3169,2149,5318,Buenos Aires
624,Programas o planes estatales de salud,60,2620,2156,4776,Buenos Aires
625,Programas o planes estatales de salud,61,2023,1907,3930,Buenos Aires
626,Programas o planes estatales de salud,62,1885,2038,3923,Buenos Aires
627,Programas o planes estatales de salud,63,1516,1810,3326,Buenos Aires
628,Programas o planes estatales de salud,64,1337,1780,3117,Buenos Aires
629,Programas o planes estatales de salud,65,1154,1445,2599,Buenos Aires
630,Programas o planes estatales de salud,66,973,1026,1999,Buenos Aires
631,Programas o planes estatales de salud,67,860,896,1756,Buenos Aires
632,Programas o planes estatales de salud,68,837,762,1599,Buenos Aires
633,Programas o planes estatales de salud,69,775,715,1490,Buenos Aires
634,Programas o planes estatales de salud,70,729,554,1283,Buenos Aires
635,Programas o planes estatales de salud,71,690,476,1166,Buenos Aires
636,Programas o planes estatales de salud,72,681,486,1167,Buenos Aires
637,Programas o planes estatales de salud,73,581,405,986,Buenos Aires
638,Programas o planes estatales de salud,74,558,454,1012,Buenos Aires
639,Programas o planes estatales de salud,75,508,335,843,Buenos Aires
640,Programas o planes estatales de salud,76,500,315,815,Buenos Aires
641,Programas o planes estatales de salud,77,435,313,748,Buenos Aires
642,Programas o planes estatales de salud,78,429,280,709,Buenos Aires
643,Programas o planes estatales de salud,79,357,253,610,Buenos Aires
644,Programas o planes estatales de salud,80,323,201,524,Buenos Aires
645,Programas o planes estatales de salud,81,319,180,499,Buenos Aires
646,Programas o planes estatales de salud,82,298,169,467,Buenos Aires
647,Programas o planes estatales de salud,83,212,124,336,Buenos Aires
648,Programas o planes estatales de salud,84,191,147,338,Buenos Aires
649,Programas o planes estatales de salud,85,187,111,298,Buenos Aires
650,Programas o planes estatales de salud,86,167,90,257,Buenos Aires
651,Programas o planes estatales de salud,87,159,89,248,Buenos Aires
652,Programas o planes estatales de salud,88,166,59,225,Buenos Aires
653,Programas o planes estatales de salud,89,129,70,199,Buenos Aires
654,Programas o planes estatales de salud,90,114,55,169,Buenos Aires
655,Programas o planes estatales de salud,91,91,52,143,Buenos Aires
656,Programas o planes estatales de salud,92,81,33,114,Buenos Aires
657,Programas o planes estatales de salud,93,64,50,114,Buenos Aires
658,Programas o planes estatales de salud,94,47,28,75,Buenos Aires
659,Programas o planes estatales de salud,95,45,26,71,Buenos Aires
660,Programas o planes estatales de salud,96,33,25,58,Buenos Aires
661,Programas o planes estatales de salud,97,40,14,54,Buenos Aires
662,Programas o planes estatales de salud,98,25,19,44,Buenos Aires
663,Programas o planes estatales de salud,99,38,9,47,Buenos Aires
664,Programas o planes estatales de salud,100,7,-,7,Buenos Aires
665,Programas o planes estatales de salud,101,4,1,5,Buenos Aires
666,Programas o planes estatales de salud,102,8,2,10,Buenos Aires
667,Programas o planes estatales de salud,103,1,-,1,Buenos Aires
668,Programas o planes estatales de salud,105,2,-,2,Buenos Aires
669,Programas o planes estatales de salud,109,1,-,1,Buenos Aires
670,Programas o planes estatales de salud,110,2,-,2,Buenos Aires
672,"No tiene obra social, prepaga ni plan estatal",,Mujer/Femenino,Varón/Masculino,Total,Buenos Aires
673,"No tiene obra social, prepaga ni plan estatal",0,41636,42783,84419,Buenos Aires
674,"No tiene obra social, prepaga ni plan estatal",1,42776,44167,86943,Buenos Aires
675,"No tiene obra social, prepaga ni plan estatal",2,49565,49819,99384,Buenos Aires
676,"No tiene obra social, prepaga ni plan estatal",3,52266,53989,106255,Buenos Aires
677,"No tiene obra social, prepaga ni plan estatal",4,54306,54557,108863,Buenos Aires
678,"No tiene obra social, prepaga ni plan estatal",5,55061,56153,111214,Buenos Aires
679,"No tiene obra social, prepaga ni plan estatal",6,56731,58184,114915,Buenos Aires
680,"No tiene obra social, prepaga ni plan estatal",7,60080,61691,121771,Buenos Aires
681,"No tiene obra social, prepaga ni plan estatal",8,58875,60096,118971,Buenos Aires
682,"No tiene obra social, prepaga ni plan estatal",9,58599,59530,118129,Buenos Aires
683,"No tiene obra social, prepaga ni plan estatal",10,57417,58969,116386,Buenos Aires
684,"No tiene obra social, prepaga ni plan estatal",11,56827,57966,114793,Buenos Aires
685,"No tiene obra social, prepaga ni plan estatal",12,57841,58940,116781,Buenos Aires
686,"No tiene obra social, prepaga ni plan estatal",13,56127,57815,113942,Buenos Aires
687,"No tiene obra social, prepaga ni plan estatal",14,55601,56761,112362,Buenos Aires
688,"No tiene obra social, prepaga ni plan estatal",15,53624,54424,108048,Buenos Aires
689,"No tiene obra social, prepaga ni plan estatal",16,52961,53576,106537,Buenos Aires
690,"No tiene obra social, prepaga ni plan estatal",17,55660,56297,111957,Buenos Aires
691,"No tiene obra social, prepaga ni plan estatal",18,58228,59670,117898,Buenos Aires
692,"No tiene obra social, prepaga ni plan estatal",19,57314,57912,115226,Buenos Aires
693,"No tiene obra social, prepaga ni plan estatal",20,57383,56939,114322,Buenos Aires
694,"No tiene obra social, prepaga ni plan estatal",21,69269,67829,137098,Buenos Aires
695,"No tiene obra social, prepaga ni plan estatal",22,74408,71440,145848,Buenos Aires
696,"No tiene obra social, prepaga ni plan estatal",23,71351,68002,139353,Buenos Aires
697,"No tiene obra social, prepaga ni plan estatal",24,70743,66691,137434,Buenos Aires
698,"No tiene obra social, prepaga ni plan estatal",25,72519,66625,139144,Buenos Aires
699,"No tiene obra social, prepaga ni plan estatal",26,69836,64096,133932,Buenos Aires
700,"No tiene obra social, prepaga ni plan estatal",27,68460,63765,132225,Buenos Aires
701,"No tiene obra social, prepaga ni plan estatal",28,63124,58948,122072,Buenos Aires
702,"No tiene obra social, prepaga ni plan estatal",29,61641,58125,119766,Buenos Aires
703,"No tiene obra social, prepaga ni plan estatal",30,62552,59760,122312,Buenos Aires
704,"No tiene obra social, prepaga ni plan estatal",31,57157,54993,112150,Buenos Aires
705,"No tiene obra social, prepaga ni plan estatal",32,53458,52156,105614,Buenos Aires
706,"No tiene obra social, prepaga ni plan estatal",33,50647,49949,100596,Buenos Aires
707,"No tiene obra social, prepaga ni plan estatal",34,48960,47717,96677,Buenos Aires
708,"No tiene obra social, prepaga ni plan estatal",35,49563,48519,98082,Buenos Aires
709,"No tiene obra social, prepaga ni plan estatal",36,45343,45596,90939,Buenos Aires
710,"No tiene obra social, prepaga ni plan estatal",37,42404,42432,84836,Buenos Aires
711,"No tiene obra social, prepaga ni plan estatal",38,42538,42676,85214,Buenos Aires
712,"No tiene obra social, prepaga ni plan estatal",39,44360,44735,89095,Buenos Aires
713,"No tiene obra social, prepaga ni plan estatal",40,45819,45295,91114,Buenos Aires
714,"No tiene obra social, prepaga ni plan estatal",41,40785,41394,82179,Buenos Aires
715,"No tiene obra social, prepaga ni plan estatal",42,43286,43493,86779,Buenos Aires
716,"No tiene obra social, prepaga ni plan estatal",43,40832,41434,82266,Buenos Aires
717,"No tiene obra social, prepaga ni plan estatal",44,39388,39897,79285,Buenos Aires
718,"No tiene obra social, prepaga ni plan estatal",45,38552,38831,77383,Buenos Aires
719,"No tiene obra social, prepaga ni plan estatal",46,36330,35911,72241,Buenos Aires
720,"No tiene obra social, prepaga ni plan estatal",47,35252,36282,71534,Buenos Aires
721,"No tiene obra social, prepaga ni plan estatal",48,33404,33999,67403,Buenos Aires
722,"No tiene obra social, prepaga ni plan estatal",49,34381,35256,69637,Buenos Aires
723,"No tiene obra social, prepaga ni plan estatal",50,34276,35685,69961,Buenos Aires
724,"No tiene obra social, prepaga ni plan estatal",51,30883,31830,62713,Buenos Aires
725,"No tiene obra social, prepaga ni plan estatal",52,30262,31028,61290,Buenos Aires
726,"No tiene obra social, prepaga ni plan estatal",53,28209,28296,56505,Buenos Aires
727,"No tiene obra social, prepaga ni plan estatal",54,26932,27715,54647,Buenos Aires
728,"No tiene obra social, prepaga ni plan estatal",55,26094,27082,53176,Buenos Aires
729,"No tiene obra social, prepaga ni plan estatal",56,26027,26889,52916,Buenos Aires
730,"No tiene obra social, prepaga ni plan estatal",57,25312,26280,51592,Buenos Aires
731,"No tiene obra social, prepaga ni plan estatal",58,24798,25801,50599,Buenos Aires
732,"No tiene obra social, prepaga ni plan estatal",59,24860,25376,50236,Buenos Aires
733,"No tiene obra social, prepaga ni plan estatal",60,20964,23435,44399,Buenos Aires
734,"No tiene obra social, prepaga ni plan estatal",61,14735,21871,36606,Buenos Aires
735,"No tiene obra social, prepaga ni plan estatal",62,11863,21469,33332,Buenos Aires
736,"No tiene obra social, prepaga ni plan estatal",63,7981,19930,27911,Buenos Aires
737,"No tiene obra social, prepaga ni plan estatal",64,6064,18790,24854,Buenos Aires
738,"No tiene obra social, prepaga ni plan estatal",65,4783,14027,18810,Buenos Aires
739,"No tiene obra social, prepaga ni plan estatal",66,3322,6962,10284,Buenos Aires
740,"No tiene obra social, prepaga ni plan estatal",67,2929,5404,8333,Buenos Aires
741,"No tiene obra social, prepaga ni plan estatal",68,2550,3853,6403,Buenos Aires
742,"No tiene obra social, prepaga ni plan estatal",69,2327,3067,5394,Buenos Aires
743,"No tiene obra social, prepaga ni plan estatal",70,2048,2295,4343,Buenos Aires
744,"No tiene obra social, prepaga ni plan estatal",71,1755,1567,3322,Buenos Aires
745,"No tiene obra social, prepaga ni plan estatal",72,1656,1470,3126,Buenos Aires
746,"No tiene obra social, prepaga ni plan estatal",73,1408,1182,2590,Buenos Aires
747,"No tiene obra social, prepaga ni plan estatal",74,1380,1188,2568,Buenos Aires
748,"No tiene obra social, prepaga ni plan estatal",75,1274,961,2235,Buenos Aires
749,"No tiene obra social, prepaga ni plan estatal",76,1116,924,2040,Buenos Aires
750,"No tiene obra social, prepaga ni plan estatal",77,1087,888,1975,Buenos Aires
751,"No tiene obra social, prepaga ni plan estatal",78,971,737,1708,Buenos Aires
752,"No tiene obra social, prepaga ni plan estatal",79,905,754,1659,Buenos Aires
753,"No tiene obra social, prepaga ni plan estatal",80,866,660,1526,Buenos Aires
754,"No tiene obra social, prepaga ni plan estatal",81,699,516,1215,Buenos Aires
