,provincia_residencia,tipo_parto,sexo,grupo_edad_madre,grupo_semanas_gestacion,nivel_educativo_madre,peso_nacimiento,cantidad,año
7585,2,Múltiple,Mujer,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,12,2022
7586,86,Múltiple,Varón,15 a 19,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
7587,42,Simple,Mujer,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4,2022
7588,34,Múltiple,Varón,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5,2022
7589,6,Simple,Varón,40 a 44,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,8,2022
7590,86,Simple,Varón,20 a 24,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,5,2022
7591,74,Simple,Varón,35 a 39,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
7592,2,Múltiple,Mujer,40 a 44,32 a 36,Sin especificar,Menos de 2500 gramos,2,2022
7593,14,Múltiple,Mujer,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
7594,22,Simple,Varón,25 a 29,37 a 41,Sin especificar,2500 gramos y más,43,2022
7595,54,Simple,Mujer,De 45 y más,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
7596,6,Múltiple,Mujer,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,11,2022
7597,34,Simple,Varón,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,8,2022
7598,66,Simple,Varón,35 a 39,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6,2022
7599,70,Múltiple,Varón,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
7600,78,Simple,Varón,15 a 19,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
7601,58,Simple,Mujer,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,19,2022
7602,6,Simple,Varón,35 a 39,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,3,2022
7603,82,Simple,Varón,30 a 34,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,108,2022
7604,6,Múltiple,Varón,20 a 24,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
7605,30,Múltiple,Mujer,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
7606,2,Simple,Varón,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,8,2022
7607,6,Simple,Sin especificar,15 a 19,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,3,2022
7608,14,Simple,Varón,20 a 24,Sin especificar,Sin especificar,Sin especificar,1,2022
7609,90,Simple,Varón,20 a 24,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,16,2022
7610,42,Simple,Mujer,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,7,2022
7611,66,Simple,Mujer,25 a 29,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
7612,14,Simple,Mujer,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,32,2022
7613,66,Múltiple,Mujer,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
7614,62,Simple,Varón,40 a 44,37 a 41,Sin especificar,2500 gramos y más,14,2022
7615,30,Simple,Varón,35 a 39,22 a 23,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
7616,90,Simple,Mujer,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,158,2022
7617,2,Simple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,51,2022
7618,6,Simple,Mujer,35 a 39,24 a 27,Hasta Primaria/C.EGB Completa,Sin especificar,1,2022
7619,90,Simple,Varón,30 a 34,Menos de 22,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
7620,66,Múltiple,Varón,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4,2022
7621,6,Simple,Mujer,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,10473,2022
7622,58,Simple,Varón,40 a 44,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
7623,6,Simple,Varón,Menor de 15,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,3,2022
7624,2,Múltiple,Mujer,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,10,2022
7625,46,Simple,Varón,De 45 y más,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,3,2022
7626,58,Simple,Mujer,35 a 39,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
7627,30,Simple,Mujer,40 a 44,22 a 23,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
7628,2,Sin especificar,Varón,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,3,2022
7629,82,Simple,Varón,De 45 y más,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
7630,82,Simple,Varón,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5,2022
7631,6,Simple,Varón,20 a 24,Sin especificar,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
7632,30,Simple,Varón,40 a 44,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,4,2022
7633,34,Múltiple,Varón,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
7634,82,Múltiple,Varón,35 a 39,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
7635,14,Simple,Varón,25 a 29,22 a 23,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
7636,90,Múltiple,Varón,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3,2022
7637,66,Múltiple,Mujer,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
7638,50,Simple,Mujer,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,42,2022
7639,2,Simple,Mujer,15 a 19,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
7640,86,Simple,Varón,30 a 34,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,2,2022
7641,62,Múltiple,Mujer,30 a 34,37 a 41,Sin especificar,2500 gramos y más,1,2022
7642,18,Simple,Mujer,35 a 39,32 a 36,Sin especificar,Menos de 2500 gramos,2,2022
7643,42,Simple,Mujer,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,82,2022
7644,74,Simple,Varón,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,13,2022
7645,42,Múltiple,Varón,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
7646,6,Simple,Mujer,15 a 19,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,2,2022
7647,74,Simple,Mujer,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,418,2022
7648,34,Simple,Mujer,35 a 39,32 a 36,Sin especificar,2500 gramos y más,10,2022
7649,54,Simple,Varón,20 a 24,32 a 36,Sin especificar,2500 gramos y más,5,2022
7650,14,Múltiple,Mujer,20 a 24,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
7651,82,Múltiple,Varón,20 a 24,22 a 23,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
7652,86,Simple,Mujer,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,350,2022
7653,46,Simple,Mujer,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,2,2022
7654,6,Simple,Mujer,20 a 24,37 a 41,Sin especificar,2500 gramos y más,1666,2022
7655,22,Simple,Varón,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,2,2022
7656,34,Simple,Varón,25 a 29,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
7657,46,Simple,Mujer,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,11,2022
7658,38,Simple,Varón,Menor de 15,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
7659,38,Múltiple,Varón,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
7660,54,Simple,Varón,35 a 39,28 a 31,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
7661,18,Simple,Mujer,40 a 44,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,2,2022
7662,90,Simple,Varón,40 a 44,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4,2022
7663,6,Múltiple,Mujer,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
7664,14,Simple,Varón,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,961,2022
7665,54,Simple,Varón,20 a 24,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
7666,6,Simple,Varón,20 a 24,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,31,2022
7667,66,Simple,Mujer,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,33,2022
7668,30,Simple,Mujer,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,14,2022
7669,50,Simple,Mujer,25 a 29,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
7670,86,Simple,Mujer,30 a 34,28 a 31,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
7671,90,Simple,Varón,20 a 24,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,3,2022
7672,86,Simple,Varón,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,10,2022
7673,2,Sin especificar,Mujer,20 a 24,32 a 36,Sin especificar,Menos de 2500 gramos,1,2022
7674,34,Simple,Mujer,20 a 24,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
7675,6,Múltiple,Varón,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3,2022
7676,2,Simple,Varón,30 a 34,28 a 31,Sin especificar,Menos de 2500 gramos,2,2022
7677,86,Simple,Mujer,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,14,2022
7678,54,Simple,Mujer,30 a 34,28 a 31,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
7679,50,Simple,Varón,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,23,2022
7680,6,Simple,Varón,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Sin especificar,3,2022
7681,22,Simple,Mujer,35 a 39,32 a 36,Sin especificar,Menos de 2500 gramos,1,2022
7682,70,Simple,Mujer,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,3,2022
7683,34,Simple,Mujer,20 a 24,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
7684,66,Simple,Varón,30 a 34,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,2,2022
7685,22,Simple,Varón,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,4,2022
7686,6,Simple,Mujer,35 a 39,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,16,2022
7687,50,Simple,Mujer,De 45 y más,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
7688,90,Múltiple,Varón,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
7689,54,Simple,Varón,30 a 34,32 a 36,Sin especificar,2500 gramos y más,4,2022
7690,2,Simple,Mujer,35 a 39,32 a 36,Sin especificar,2500 gramos y más,4,2022
7691,18,Simple,Varón,15 a 19,28 a 31,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
7692,50,Simple,Varón,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,1,2022
7693,6,Simple,Varón,15 a 19,28 a 31,Sin especificar,Menos de 2500 gramos,6,2022
7694,54,Simple,Varón,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,102,2022
7695,6,Simple,Varón,15 a 19,Menos de 22,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
7696,22,Simple,Mujer,35 a 39,42 y más,Sin especificar,2500 gramos y más,1,2022
7697,6,Simple,Mujer,15 a 19,24 a 27,Hasta Primaria/C.EGB Completa,Sin especificar,1,2022
7698,54,Múltiple,Varón,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
7699,94,Múltiple,Mujer,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
7700,90,Simple,Varón,Menor de 15,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
7701,42,Simple,Varón,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
7702,46,Simple,Varón,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,12,2022
7703,90,Simple,Mujer,15 a 19,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,2,2022
7704,6,Simple,Sin especificar,Sin especificar,37 a 41,Sin especificar,2500 gramos y más,12,2022
7705,30,Simple,Varón,Sin especificar,37 a 41,Sin especificar,2500 gramos y más,1,2022
7706,86,Sin especificar,Mujer,20 a 24,37 a 41,Sin especificar,2500 gramos y más,1,2022
7707,14,Simple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,91,2022
7708,6,Simple,Sin especificar,25 a 29,37 a 41,Sin especificar,2500 gramos y más,6,2022
7709,10,Simple,Varón,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
7710,99,Simple,Varón,15 a 19,Sin especificar,Sin especificar,Sin especificar,15,2022
7711,42,Simple,Mujer,Menor de 15,37 a 41,Sin especificar,2500 gramos y más,1,2022
7712,14,Múltiple,Varón,40 a 44,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2,2022
7713,22,Simple,Varón,25 a 29,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
7714,18,Múltiple,Mujer,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,3,2022
7715,99,Simple,Varón,30 a 34,37 a 41,Sin especificar,Sin especificar,1,2022
7716,2,Sin especificar,Varón,25 a 29,Sin especificar,Sin especificar,Sin especificar,1,2022
7717,6,Simple,Sin especificar,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
7718,6,Múltiple,Mujer,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,11,2022
7719,66,Simple,Mujer,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,1,2022
7720,74,Simple,Mujer,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
7721,30,Múltiple,Varón,25 a 29,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
7722,94,Simple,Mujer,20 a 24,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
7723,26,Simple,Mujer,20 a 24,22 a 23,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
7724,82,Simple,Varón,35 a 39,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
7725,6,Simple,Sin especificar,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,7,2022
7726,18,Simple,Mujer,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
7727,66,Simple,Varón,15 a 19,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4,2022
7728,58,Simple,Varón,De 45 y más,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
7729,54,Simple,Varón,20 a 24,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
7730,34,Simple,Mujer,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,13,2022
7731,54,Simple,Varón,Menor de 15,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,21,2022
7732,99,Sin especificar,Varón,40 a 44,32 a 36,Sin especificar,Menos de 2500 gramos,1,2022
7733,6,Simple,Varón,25 a 29,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,13,2022
7734,6,Simple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,458,2022
7735,6,Simple,Mujer,40 a 44,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,68,2022
7736,14,Simple,Mujer,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,16,2022
7737,6,Simple,Varón,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,235,2022
7738,6,Múltiple,Mujer,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,54,2022
7739,6,Múltiple,Varón,40 a 44,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,5,2022
7740,34,Simple,Varón,40 a 44,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
7741,6,Múltiple,Mujer,30 a 34,24 a 27,Secundario/Polimodal Completa y más,Sin especificar,1,2022
7742,6,Simple,Varón,35 a 39,Menos de 22,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
7743,74,Simple,Varón,35 a 39,37 a 41,Sin especificar,Menos de 2500 gramos,2,2022
7744,22,Múltiple,Mujer,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,3,2022
7745,6,Simple,Varón,40 a 44,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,3,2022
7746,90,Múltiple,Mujer,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,5,2022
7747,82,Múltiple,Mujer,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,11,2022
7748,2,Sin especificar,Varón,35 a 39,28 a 31,Sin especificar,Menos de 2500 gramos,3,2022
7749,34,Simple,Mujer,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4,2022
7750,42,Simple,Varón,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4,2022
7751,82,Simple,Varón,20 a 24,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,3,2022
7752,14,Simple,Varón,30 a 34,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4,2022
7753,58,Simple,Varón,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,2,2022
7754,99,Simple,Mujer,Sin especificar,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
7755,46,Simple,Mujer,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
7756,30,Múltiple,Mujer,20 a 24,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
7757,6,Sin especificar,Mujer,40 a 44,37 a 41,Sin especificar,2500 gramos y más,5,2022
7758,14,Simple,Mujer,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,13,2022
7759,62,Simple,Mujer,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,370,2022
7760,90,Simple,Mujer,25 a 29,28 a 31,Hasta Primaria/C.EGB Completa,2500 gramos y más,2,2022
7761,66,Simple,Varón,25 a 29,Sin especificar,Secundaria/Polimodal Incompleta,Sin especificar,1,2022
7762,10,Múltiple,Varón,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
7763,50,Múltiple,Varón,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
7764,6,Múltiple,Varón,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4,2022
7765,58,Múltiple,Varón,35 a 39,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
7766,18,Múltiple,Mujer,30 a 34,28 a 31,Sin especificar,Menos de 2500 gramos,2,2022
7767,86,Múltiple,Mujer,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,2,2022
7768,6,Simple,Varón,30 a 34,37 a 41,Sin especificar,Menos de 2500 gramos,35,2022
7769,78,Simple,Varón,20 a 24,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
7770,18,Simple,Varón,De 45 y más,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
7771,62,Simple,Varón,15 a 19,37 a 41,Sin especificar,2500 gramos y más,24,2022
7772,66,Simple,Mujer,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3,2022
7773,2,Simple,Mujer,30 a 34,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,3,2022
7774,78,Simple,Mujer,40 a 44,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
7775,82,Múltiple,Varón,20 a 24,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
7776,74,Simple,Mujer,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,7,2022
7777,94,Simple,Mujer,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
7778,78,Simple,Varón,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6,2022
7779,10,Simple,Varón,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
7780,50,Múltiple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,5,2022
7781,50,Múltiple,Mujer,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,5,2022
7782,38,Simple,Mujer,20 a 24,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
7783,58,Múltiple,Mujer,40 a 44,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
7784,62,Simple,Varón,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,70,2022
7785,58,Simple,Varón,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4,2022
7786,54,Simple,Mujer,15 a 19,32 a 36,Sin especificar,2500 gramos y más,1,2022
7787,90,Simple,Varón,35 a 39,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
7788,50,Simple,Varón,15 a 19,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,4,2022
7789,62,Simple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,19,2022
7790,34,Simple,Mujer,35 a 39,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
7791,6,Simple,Mujer,Menor de 15,37 a 41,Sin especificar,2500 gramos y más,9,2022
7792,70,Simple,Varón,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,11,2022
7793,90,Múltiple,Mujer,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3,2022
7794,18,Simple,Mujer,15 a 19,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,4,2022
7795,86,Múltiple,Mujer,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
7796,6,Simple,Mujer,40 a 44,Sin especificar,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
7797,14,Simple,Mujer,Menor de 15,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
7798,54,Simple,Varón,De 45 y más,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
7799,22,Simple,Varón,15 a 19,32 a 36,Sin especificar,2500 gramos y más,3,2022
7800,6,Simple,Varón,30 a 34,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,90,2022
7801,30,Múltiple,Varón,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,4,2022
7802,6,Múltiple,Varón,20 a 24,37 a 41,Sin especificar,2500 gramos y más,3,2022
7803,82,Simple,Mujer,20 a 24,Sin especificar,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
7804,50,Simple,Varón,25 a 29,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
7805,30,Simple,Mujer,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,4,2022
7806,2,Múltiple,Mujer,20 a 24,37 a 41,Sin especificar,2500 gramos y más,1,2022
7807,62,Simple,Varón,15 a 19,28 a 31,Sin especificar,Menos de 2500 gramos,1,2022
7808,82,Simple,Mujer,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,36,2022
7809,34,Múltiple,Mujer,25 a 29,28 a 31,Sin especificar,Menos de 2500 gramos,2,2022
7810,14,Simple,Mujer,20 a 24,37 a 41,Sin especificar,2500 gramos y más,4,2022
7811,54,Simple,Varón,15 a 19,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4,2022
7812,34,Múltiple,Mujer,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
7813,34,Múltiple,Varón,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
7814,30,Múltiple,Mujer,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
7815,54,Simple,Mujer,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,2,2022
7816,94,Simple,Varón,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,9,2022
7817,62,Simple,Mujer,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,11,2022
7818,46,Múltiple,Mujer,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
7819,30,Simple,Mujer,40 a 44,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
7820,30,Simple,Varón,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
7821,6,Simple,Varón,15 a 19,22 a 23,Sin especificar,Menos de 2500 gramos,1,2022
7822,22,Simple,Mujer,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,3,2022
7823,22,Simple,Varón,20 a 24,37 a 41,Sin especificar,2500 gramos y más,36,2022
7824,90,Simple,Varón,30 a 34,32 a 36,Secundario/Polimodal Completa y más,Sin especificar,1,2022
7825,26,Simple,Varón,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
7826,82,Múltiple,Mujer,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4,2022
7827,2,Simple,Varón,20 a 24,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3,2022
7828,2,Sin especificar,Mujer,25 a 29,37 a 41,Sin especificar,2500 gramos y más,91,2022
7829,50,Simple,Varón,25 a 29,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,5,2022
7830,58,Simple,Varón,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,3,2022
