,provincia_residencia,tipo_parto,sexo,grupo_edad_madre,grupo_semanas_gestacion,nivel_educativo_madre,peso_nacimiento,cantidad
10840,58,1,2,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,8
10841,70,2,1,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1
10842,34,1,1,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,32
10843,30,2,1,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
10844,66,1,1,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,64
10845,74,2,1,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,5
10846,38,2,1,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1
10847,6,1,2,20 a 24,28 a 31,Hasta Primaria/C.EGB Completa,2500 gramos y más,8
10848,18,1,1,35 a 39,Sin especificar,Sin especificar,2500 gramos y más,8
10849,22,2,2,35 a 39,Sin especificar,Sin especificar,Sin especificar,1
10850,14,2,2,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,5
10851,10,2,2,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
10852,6,2,1,40 a 44,37 a 41,Sin especificar,Menos de 2500 gramos,1
10853,42,2,2,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,2
10854,6,1,2,35 a 39,28 a 31,Secundario/Polimodal Completa y más,2500 gramos y más,3
10855,38,1,2,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,10
10856,26,2,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10857,14,1,1,40 a 44,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3
10858,58,1,2,15 a 19,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2
10859,18,1,2,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Sin especificar,1
10860,78,1,1,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,9
10861,66,1,1,15 a 19,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,3
10862,2,2,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
10863,18,1,1,20 a 24,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
10864,2,1,2,35 a 39,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,2
10865,90,1,2,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,17
10866,86,2,1,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4
10867,6,1,1,15 a 19,Menos de 22,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
10868,18,1,2,Sin especificar,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,3
10869,30,1,1,35 a 39,28 a 31,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
10870,6,9,2,20 a 24,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10871,98,1,2,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10872,30,1,2,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,30
10873,30,1,1,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,16
10874,22,2,2,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,9
10875,14,1,2,Menor de 15,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10876,2,1,1,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,8
10877,62,2,1,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1
10878,14,1,2,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,2075
10879,90,1,2,30 a 34,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5
10880,6,1,9,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2
10881,14,2,2,40 a 44,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10882,99,1,1,30 a 34,42 y más,Sin especificar,2500 gramos y más,3
10883,78,1,2,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,6
10884,90,2,1,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
10885,30,1,1,30 a 34,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6
10886,22,9,1,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,1
10887,26,1,1,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
10888,18,2,1,20 a 24,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2
10889,62,1,2,Sin especificar,37 a 41,Sin especificar,Sin especificar,1
10890,50,2,1,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
10891,78,1,1,35 a 39,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,1
10892,50,1,2,20 a 24,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,4
10893,82,1,2,35 a 39,28 a 31,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
10894,6,2,2,25 a 29,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,1
10895,30,1,1,15 a 19,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,16
10896,86,2,1,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,10
10897,2,1,2,30 a 34,32 a 36,Secundario/Polimodal Completa y más,Sin especificar,1
10898,86,1,2,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
10899,6,1,2,30 a 34,28 a 31,Secundario/Polimodal Completa y más,2500 gramos y más,9
10900,14,1,2,25 a 29,28 a 31,Sin especificar,2500 gramos y más,1
10901,22,1,2,15 a 19,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,32
10902,70,1,1,35 a 39,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
10903,94,1,1,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
10904,82,2,1,15 a 19,22 a 23,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10905,14,1,1,25 a 29,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,6
10906,74,2,1,20 a 24,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
10907,66,1,2,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,28
10908,82,2,2,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,3
10909,50,1,1,20 a 24,22 a 23,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
10910,50,1,1,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,2004
10911,90,1,9,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,1
10912,22,1,1,Sin especificar,Sin especificar,Sin especificar,Sin especificar,21
10913,50,1,2,30 a 34,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,8
10914,6,1,2,Sin especificar,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
10915,99,1,1,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1
10916,86,1,1,40 a 44,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,6
10917,2,1,2,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,3
10918,62,1,1,25 a 29,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
10919,30,1,1,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,28
10920,66,1,1,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
10921,62,1,1,30 a 34,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10922,58,1,2,25 a 29,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,1
10923,82,2,2,15 a 19,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5
10924,30,1,1,25 a 29,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,51
10925,34,1,2,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,6
10926,90,1,2,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,4
10927,22,1,1,25 a 29,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,7
10928,98,1,1,15 a 19,Sin especificar,Secundaria/Polimodal Incompleta,Sin especificar,1
10929,6,1,2,25 a 29,Sin especificar,Sin especificar,Sin especificar,38
10930,30,1,2,15 a 19,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,224
10931,82,1,9,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1
10932,90,1,1,Sin especificar,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,1
10933,66,2,2,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4
10934,70,2,1,15 a 19,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2
10935,10,1,2,Sin especificar,32 a 36,Sin especificar,2500 gramos y más,1
10936,2,1,1,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Sin especificar,1
10937,6,1,2,De 45 y más,37 a 41,Sin especificar,Sin especificar,1
10938,50,2,1,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,3
10939,10,1,1,20 a 24,32 a 36,Sin especificar,Menos de 2500 gramos,1
10940,22,1,1,25 a 29,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,11
10941,70,1,1,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,362
10942,98,1,1,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,1
10943,6,2,2,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,2
10944,66,1,1,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,948
10945,34,1,1,30 a 34,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3
10946,46,1,2,15 a 19,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2
10947,14,1,1,35 a 39,32 a 36,Sin especificar,Menos de 2500 gramos,13
10948,86,1,1,15 a 19,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,4
10949,14,1,1,30 a 34,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,12
10950,6,1,2,30 a 34,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,38
10951,86,1,1,20 a 24,37 a 41,Sin especificar,2500 gramos y más,1
10952,18,1,2,40 a 44,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10953,82,1,1,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,23
10954,10,2,1,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4
10955,50,1,1,40 a 44,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
10956,2,1,2,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,1
10957,6,2,1,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,18
10958,6,2,2,20 a 24,22 a 23,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10959,38,2,2,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,2
10960,86,1,1,Sin especificar,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
10961,34,1,2,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4
10962,6,1,1,15 a 19,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,20
10963,58,1,1,25 a 29,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,2
10964,50,1,2,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,14
10965,2,1,1,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6
10966,10,1,9,25 a 29,Sin especificar,Sin especificar,2500 gramos y más,1
10967,50,1,2,40 a 44,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
10968,62,1,2,40 a 44,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
10969,26,1,2,15 a 19,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
10970,10,2,2,20 a 24,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,3
10971,22,1,2,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,9
10972,86,2,1,40 a 44,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
10973,90,1,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1291
10974,90,2,1,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,4
10975,99,1,2,30 a 34,Sin especificar,Sin especificar,Menos de 2500 gramos,1
10976,70,1,1,40 a 44,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10977,82,1,2,15 a 19,22 a 23,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
10978,70,1,2,15 a 19,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5
10979,26,1,1,30 a 34,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
10980,2,1,2,De 45 y más,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1
10981,70,2,2,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10982,10,2,2,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10983,6,2,2,Menor de 15,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
10984,42,2,2,30 a 34,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
10985,6,2,2,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,26
10986,6,1,2,35 a 39,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,56
10987,66,1,2,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,21
10988,86,1,2,Menor de 15,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,4
10989,10,1,2,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
10990,38,1,1,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,15
10991,2,9,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1
10992,70,2,1,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,2
10993,6,1,1,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,Menos de 2500 gramos,10
10994,42,1,1,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,169
10995,78,1,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,267
10996,30,2,2,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,9
10997,90,1,2,20 a 24,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,36
10998,38,1,1,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,4
10999,38,1,2,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,193
11000,70,1,1,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,862
11001,18,2,2,40 a 44,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
11002,6,9,1,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
11003,42,1,1,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5
11004,26,1,1,25 a 29,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
11005,22,1,1,30 a 34,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
11006,2,1,1,40 a 44,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
11007,78,2,1,35 a 39,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,1
11008,22,1,1,40 a 44,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,4
11009,10,1,2,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,122
11010,6,1,2,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,88
11011,14,1,1,20 a 24,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
11012,6,2,1,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,8
11013,90,2,1,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
11014,10,1,1,20 a 24,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,1
11015,62,1,1,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6
11016,6,1,2,Menor de 15,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
11017,86,1,1,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,65
11018,90,2,1,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
11019,18,1,2,15 a 19,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,12
11020,50,1,1,20 a 24,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
11021,30,1,2,20 a 24,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
11022,22,2,1,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5
11023,14,1,1,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,20
11024,2,2,2,40 a 44,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,9
11025,82,1,9,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1
11026,66,1,2,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,2
11027,38,1,1,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,7
11028,14,1,1,30 a 34,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,15
11029,14,1,2,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,36
11030,66,1,1,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,1
11031,42,1,1,Menor de 15,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
11032,18,1,1,40 a 44,Sin especificar,Sin especificar,2500 gramos y más,4
11033,78,1,2,15 a 19,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3
11034,46,1,2,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,6
11035,82,1,1,20 a 24,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,7
11036,54,1,1,25 a 29,22 a 23,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
11037,94,1,1,25 a 29,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
11038,90,2,1,40 a 44,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
11039,10,2,2,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
11040,2,1,1,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,38
11041,42,1,2,25 a 29,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
11042,54,1,1,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4
11043,18,1,2,De 45 y más,37 a 41,Sin especificar,2500 gramos y más,1
11044,6,1,2,15 a 19,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,28
11045,42,1,2,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6
11046,54,1,1,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,84
11047,54,1,2,Sin especificar,28 a 31,Sin especificar,Menos de 2500 gramos,2
11048,26,1,1,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
11049,2,2,1,15 a 19,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
11050,10,2,2,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
11051,6,1,2,40 a 44,32 a 36,Sin especificar,Menos de 2500 gramos,2
11052,99,2,2,Sin especificar,37 a 41,Sin especificar,2500 gramos y más,2
11053,54,1,2,35 a 39,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,46
11054,14,1,1,25 a 29,Sin especificar,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
11055,2,2,2,40 a 44,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
11056,6,9,2,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
11057,82,1,2,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
11058,66,1,1,40 a 44,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,1
11059,26,1,1,40 a 44,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
11060,26,1,2,15 a 19,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
11061,10,1,2,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,24
11062,94,1,1,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
11063,34,2,2,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
11064,6,1,1,Menor de 15,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,6
11065,78,1,2,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4
11066,22,2,1,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5
11067,26,1,1,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,10
11068,34,1,2,25 a 29,32 a 36,Sin especificar,Menos de 2500 gramos,1
11069,82,2,1,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,9
11070,2,2,1,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
11071,10,1,2,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,5
11072,6,2,1,30 a 34,37 a 41,Sin especificar,2500 gramos y más,3
11073,22,1,2,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,61
11074,14,1,2,Menor de 15,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,1
11075,86,1,1,15 a 19,42 y más,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
11076,58,1,2,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,19
11077,66,1,1,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Sin especificar,1
11078,6,2,1,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,25
11079,10,2,2,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
11080,62,1,2,25 a 29,Sin especificar,Sin especificar,2500 gramos y más,1
11081,6,1,1,25 a 29,32 a 36,Sin especificar,Menos de 2500 gramos,15
11082,22,1,2,15 a 19,Sin especificar,Sin especificar,Sin especificar,9
11083,58,2,2,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3
11084,99,1,2,20 a 24,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,1
11085,62,1,2,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,7
11086,14,2,1,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
11087,30,1,2,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,47
11088,6,2,1,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Sin especificar,1
11089,18,1,2,Menor de 15,24 a 27,Sin especificar,Menos de 2500 gramos,1
11090,34,1,2,15 a 19,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,1
11091,94,2,2,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
11092,99,1,1,15 a 19,37 a 41,Sin especificar,Menos de 2500 gramos,6
11093,34,2,1,40 a 44,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
11094,82,2,2,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,10
11095,18,2,2,40 a 44,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
11096,54,1,2,25 a 29,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,5
