,provincia_residencia,tipo_parto,sexo,grupo_edad_madre,grupo_semanas_gestacion,nivel_educativo_madre,peso_nacimiento,cantidad
7943,6,9,2,20 a 24,Sin especificar,Secundaria/Polimodal Incompleta,Sin especificar,1
7944,6,1,1,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,415
7945,34,1,2,30 a 34,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
7946,6,9,2,20 a 24,Sin especificar,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
7947,22,1,2,30 a 34,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
7948,18,1,1,20 a 24,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
7949,62,1,1,35 a 39,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
7950,2,1,1,20 a 24,37 a 41,Sin especificar,2500 gramos y más,38
7951,10,1,2,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
7952,2,2,1,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5
7953,99,1,2,Sin especificar,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1
7954,14,1,2,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,113
7955,54,1,1,Sin especificar,42 y más,Sin especificar,2500 gramos y más,1
7956,26,1,1,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,29
7957,86,1,2,30 a 34,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,22
7958,74,1,2,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,41
7959,66,1,2,30 a 34,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,20
7960,22,1,1,Menor de 15,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1
7961,34,2,2,25 a 29,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
7962,86,2,1,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2
7963,46,1,1,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,168
7964,66,1,2,20 a 24,37 a 41,Sin especificar,Sin especificar,3
7965,22,1,1,25 a 29,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
7966,54,1,2,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,22
7967,30,2,1,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,12
7968,2,2,1,25 a 29,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
7969,6,1,2,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,Sin especificar,4
7970,2,1,2,25 a 29,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,3
7971,78,1,1,Sin especificar,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,6
7972,54,1,1,Sin especificar,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
7973,82,1,1,40 a 44,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
7974,34,1,2,30 a 34,37 a 41,Sin especificar,2500 gramos y más,15
7975,99,1,1,25 a 29,37 a 41,Sin especificar,Menos de 2500 gramos,3
7976,2,1,1,30 a 34,22 a 23,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
7977,58,1,2,30 a 34,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,1
7978,90,1,2,25 a 29,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,28
7979,22,1,1,30 a 34,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,1
7980,6,2,1,Sin especificar,32 a 36,Sin especificar,Menos de 2500 gramos,2
7981,58,1,1,15 a 19,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
7982,6,2,2,Sin especificar,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
7983,50,9,1,25 a 29,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,1
7984,54,1,1,20 a 24,Sin especificar,Sin especificar,2500 gramos y más,18
7985,90,1,1,20 a 24,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,4
7986,78,1,1,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3
7987,66,1,1,Sin especificar,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,2
7988,82,1,1,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,1
7989,86,2,2,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
7990,6,9,2,35 a 39,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
7991,54,1,1,25 a 29,42 y más,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
7992,6,2,2,40 a 44,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,2
7993,14,9,1,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,1
7994,66,2,1,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
7995,78,1,2,Menor de 15,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,11
7996,86,1,1,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,6
7997,6,1,1,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,30
7998,2,2,2,25 a 29,Sin especificar,Secundaria/Polimodal Incompleta,Sin especificar,1
7999,94,1,1,30 a 34,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,3
8000,74,2,1,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1
8001,30,1,9,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1
8002,78,1,1,25 a 29,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8003,42,1,1,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,10
8004,54,1,1,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,14
8005,6,2,2,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,Sin especificar,1
8006,34,1,2,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,1
8007,82,1,2,Menor de 15,37 a 41,Sin especificar,2500 gramos y más,1
8008,6,1,1,30 a 34,42 y más,Secundario/Polimodal Completa y más,Sin especificar,1
8009,34,2,1,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
8010,82,1,1,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,47
8011,54,2,1,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
8012,82,2,1,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,9
8013,82,2,2,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,13
8014,18,1,1,15 a 19,22 a 23,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
8015,6,1,1,Sin especificar,42 y más,Hasta Primaria/C.EGB Completa,Sin especificar,1
8016,66,1,1,20 a 24,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,21
8017,58,2,2,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2
8018,86,1,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,1
8019,99,1,2,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2
8020,66,1,2,15 a 19,Menos de 22,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8021,62,1,1,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,21
8022,99,1,1,15 a 19,37 a 41,Sin especificar,2500 gramos y más,78
8023,42,1,2,20 a 24,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
8024,2,2,1,25 a 29,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,5
8025,14,2,1,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,14
8026,2,1,1,20 a 24,32 a 36,Sin especificar,Menos de 2500 gramos,2
8027,86,1,2,De 45 y más,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
8028,90,1,2,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1329
8029,66,2,1,30 a 34,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,14
8030,66,1,2,30 a 34,32 a 36,Secundario/Polimodal Completa y más,Sin especificar,1
8031,6,1,1,30 a 34,32 a 36,Sin especificar,Sin especificar,5
8032,82,1,2,30 a 34,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
8033,90,1,9,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,1
8034,42,1,1,30 a 34,28 a 31,Sin especificar,Menos de 2500 gramos,1
8035,34,1,1,25 a 29,24 a 27,Sin especificar,Menos de 2500 gramos,1
8036,26,2,1,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1
8037,42,1,1,40 a 44,37 a 41,Sin especificar,2500 gramos y más,6
8038,38,1,2,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,7
8039,30,1,1,Menor de 15,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
8040,86,2,2,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,5
8041,34,1,2,30 a 34,32 a 36,Sin especificar,Sin especificar,1
8042,10,2,1,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8043,34,1,1,15 a 19,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,116
8044,86,2,1,20 a 24,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8045,70,2,2,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,11
8046,18,1,2,20 a 24,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3
8047,66,1,2,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,23
8048,98,1,2,25 a 29,37 a 41,Sin especificar,2500 gramos y más,2
8049,86,1,2,40 a 44,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8050,74,1,1,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,244
8051,22,1,1,Menor de 15,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
8052,22,1,1,35 a 39,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,7
8053,82,2,1,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,6
8054,30,2,2,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
8055,10,1,2,15 a 19,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,4
8056,6,1,1,Menor de 15,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5
8057,22,1,2,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
8058,94,1,1,35 a 39,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8059,90,2,2,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,8
8060,22,2,2,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
8061,22,2,2,25 a 29,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,2
8062,34,1,2,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
8063,34,1,2,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,1
8064,90,1,1,15 a 19,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,12
8065,34,1,1,40 a 44,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8066,34,2,1,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,2
8067,38,1,2,25 a 29,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3
8068,18,1,1,Menor de 15,37 a 41,Sin especificar,2500 gramos y más,9
8069,66,1,1,20 a 24,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,7
8070,86,1,2,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,13
8071,50,2,1,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8072,14,2,1,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,3
8073,62,1,2,25 a 29,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8074,38,1,2,40 a 44,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2
8075,94,1,1,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4
8076,6,1,2,25 a 29,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,97
8077,18,1,2,15 a 19,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,31
8078,30,2,2,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,11
8079,74,1,2,20 a 24,Sin especificar,Sin especificar,Sin especificar,1
8080,46,2,2,40 a 44,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8081,82,1,1,20 a 24,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,13
8082,2,1,2,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,8
8083,50,1,1,20 a 24,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,8
8084,30,1,1,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,31
8085,2,1,1,25 a 29,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,6
8086,86,1,2,Sin especificar,Sin especificar,Sin especificar,Sin especificar,2
8087,70,1,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,10
8088,6,2,1,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,8
8089,82,1,2,Sin especificar,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
8090,38,1,1,15 a 19,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,172
8091,6,1,1,Sin especificar,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
8092,90,1,2,35 a 39,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,1
8093,86,1,2,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5
8094,66,1,2,40 a 44,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
8095,14,9,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1
8096,46,1,1,15 a 19,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,2
8097,6,9,2,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,3
8098,82,2,2,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
8099,14,2,1,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,7
8100,18,1,1,35 a 39,22 a 23,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
8101,54,2,1,25 a 29,Sin especificar,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8102,6,2,1,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,47
8103,2,1,2,Menor de 15,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,12
8104,6,9,1,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1
8105,66,2,2,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6
8106,14,1,2,30 a 34,32 a 36,Sin especificar,2500 gramos y más,14
8107,94,1,1,30 a 34,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
8108,34,1,1,35 a 39,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,2
8109,10,1,1,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8110,18,1,1,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,31
8111,22,1,1,25 a 29,Sin especificar,Sin especificar,Sin especificar,5
8112,90,1,2,25 a 29,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
8113,66,1,1,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,14
8114,78,1,2,20 a 24,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
8115,26,1,1,15 a 19,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,3
8116,26,1,2,25 a 29,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,3
8117,46,1,1,30 a 34,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8118,2,1,1,25 a 29,42 y más,Sin especificar,2500 gramos y más,1
8119,54,1,1,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,38
8120,2,1,2,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,8
8121,22,1,2,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,Menos de 2500 gramos,7
8122,18,1,2,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,84
8123,66,1,1,20 a 24,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6
8124,2,1,2,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,18
8125,62,1,1,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5
8126,6,9,2,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,8
8127,2,1,2,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,11
8128,30,2,1,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,2
8129,70,1,2,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,13
8130,82,2,2,35 a 39,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
8131,50,1,2,25 a 29,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,10
8132,22,1,2,25 a 29,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,6
8133,82,2,2,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
8134,82,2,2,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,8
8135,90,1,1,15 a 19,37 a 41,Sin especificar,2500 gramos y más,18
8136,38,1,2,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,8
8137,90,1,2,20 a 24,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,2
8138,14,9,2,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
8139,34,1,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,417
8140,38,1,1,De 45 y más,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8141,58,1,1,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3
8142,46,1,1,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,4
8143,6,1,2,40 a 44,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,8
8144,22,1,1,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,15
8145,66,1,1,20 a 24,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,36
8146,58,2,1,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,4
8147,62,1,1,25 a 29,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,2
8148,2,1,2,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,462
8149,58,1,1,De 45 y más,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,4
8150,38,1,2,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5
8151,6,9,2,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,2
8152,6,2,2,40 a 44,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
8153,82,1,2,15 a 19,28 a 31,Secundario/Polimodal Completa y más,2500 gramos y más,1
8154,90,2,1,De 45 y más,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
8155,30,1,2,40 a 44,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6
8156,42,1,1,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
8157,99,2,2,15 a 19,37 a 41,Sin especificar,2500 gramos y más,1
8158,22,1,2,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,104
8159,94,1,2,15 a 19,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3
8160,90,2,1,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,7
8161,30,2,2,30 a 34,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
8162,14,1,2,15 a 19,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,23
8163,30,1,2,15 a 19,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,12
8164,22,1,1,15 a 19,Sin especificar,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3
8165,10,1,1,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8166,70,1,2,25 a 29,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
8167,22,1,2,15 a 19,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,2
8168,86,1,2,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,64
8169,54,1,2,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,3
8170,18,1,2,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,3
8171,62,1,1,20 a 24,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
8172,6,9,1,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
8173,22,1,1,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8174,18,1,2,40 a 44,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,1
8175,26,1,1,35 a 39,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8176,62,1,1,20 a 24,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,19
8177,78,1,1,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,151
8178,14,1,2,Menor de 15,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
8179,6,1,1,35 a 39,28 a 31,Secundario/Polimodal Completa y más,Sin especificar,1
8180,6,2,2,Sin especificar,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
8181,6,2,1,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,2
8182,6,1,2,20 a 24,37 a 41,Sin especificar,Sin especificar,14
8183,18,1,2,De 45 y más,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,5
8184,82,1,1,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1334
8185,6,1,1,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,15283
8186,46,1,1,30 a 34,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,3
8187,6,1,2,Sin especificar,Sin especificar,Sin especificar,Sin especificar,1510
8188,22,2,1,30 a 34,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
8189,58,1,2,20 a 24,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,2
8190,46,1,2,30 a 34,37 a 41,Sin especificar,2500 gramos y más,2
8191,62,1,2,30 a 34,37 a 41,Sin especificar,2500 gramos y más,8
8192,86,1,2,Menor de 15,Menos de 22,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
8193,86,1,1,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,895
8194,42,1,2,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,11
8195,2,1,2,25 a 29,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
8196,66,1,1,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1124
8197,6,1,2,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,4731
8198,38,1,1,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4
8199,99,2,2,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8200,70,1,1,20 a 24,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,2
8201,42,1,1,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,7
8202,62,2,1,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
8203,70,1,2,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,4
8204,70,2,2,25 a 29,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8205,54,1,1,25 a 29,37 a 41,Sin especificar,Sin especificar,1
8206,2,1,1,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,579
8207,90,1,2,30 a 34,Sin especificar,Sin especificar,2500 gramos y más,1
8208,6,2,1,Sin especificar,37 a 41,Sin especificar,2500 gramos y más,4
8209,70,2,2,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
8210,70,1,2,15 a 19,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
8211,14,2,1,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,12
8212,50,9,2,Sin especificar,Sin especificar,Sin especificar,Sin especificar,5
8213,22,1,2,30 a 34,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
8214,74,1,2,25 a 29,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
8215,6,2,1,30 a 34,22 a 23,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
8216,14,1,2,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1390
8217,34,1,1,35 a 39,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3
8218,18,1,1,25 a 29,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,2
8219,2,1,1,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,1
8220,50,1,1,35 a 39,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,3
8221,46,1,2,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,1
8222,50,1,2,De 45 y más,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
8223,54,1,1,Sin especificar,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,7
8224,10,1,2,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,164
8225,2,1,1,40 a 44,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,2
