,cobertura,edad,varon,mujer,total,provincia_id
565,Programas o planes estatales de salud,3,3353,3272,6625,6
566,Programas o planes estatales de salud,4,3332,3581,6913,6
567,Programas o planes estatales de salud,5,3549,3599,7148,6
568,Programas o planes estatales de salud,6,3694,3834,7528,6
569,Programas o planes estatales de salud,7,3736,4137,7873,6
570,Programas o planes estatales de salud,8,3815,3885,7700,6
571,Programas o planes estatales de salud,9,4007,4184,8191,6
572,Programas o planes estatales de salud,10,4021,4148,8169,6
573,Programas o planes estatales de salud,11,3931,4103,8034,6
574,Programas o planes estatales de salud,12,4091,4287,8378,6
575,Programas o planes estatales de salud,13,3856,4174,8030,6
576,Programas o planes estatales de salud,14,3910,4129,8039,6
577,Programas o planes estatales de salud,15,3743,3935,7678,6
578,Programas o planes estatales de salud,16,3760,3876,7636,6
579,Programas o planes estatales de salud,17,3749,3926,7675,6
580,Programas o planes estatales de salud,18,3566,3507,7073,6
581,Programas o planes estatales de salud,19,3433,3327,6760,6
582,Programas o planes estatales de salud,20,3224,3195,6419,6
583,Programas o planes estatales de salud,21,3201,2896,6097,6
584,Programas o planes estatales de salud,22,3482,3041,6523,6
585,Programas o planes estatales de salud,23,3488,2983,6471,6
586,Programas o planes estatales de salud,24,3608,2971,6579,6
587,Programas o planes estatales de salud,25,3813,3093,6906,6
588,Programas o planes estatales de salud,26,3860,3136,6996,6
589,Programas o planes estatales de salud,27,4153,3162,7315,6
590,Programas o planes estatales de salud,28,3992,3016,7008,6
591,Programas o planes estatales de salud,29,4234,3124,7358,6
592,Programas o planes estatales de salud,30,4631,3403,8034,6
593,Programas o planes estatales de salud,31,4333,3258,7591,6
594,Programas o planes estatales de salud,32,4454,3159,7613,6
595,Programas o planes estatales de salud,33,4250,3225,7475,6
596,Programas o planes estatales de salud,34,4221,3194,7415,6
597,Programas o planes estatales de salud,35,4274,3165,7439,6
598,Programas o planes estatales de salud,36,4135,3086,7221,6
599,Programas o planes estatales de salud,37,3897,2905,6802,6
600,Programas o planes estatales de salud,38,4114,3110,7224,6
601,Programas o planes estatales de salud,39,4290,3171,7461,6
602,Programas o planes estatales de salud,40,4564,3475,8039,6
603,Programas o planes estatales de salud,41,4206,3202,7408,6
604,Programas o planes estatales de salud,42,4463,3263,7726,6
605,Programas o planes estatales de salud,43,4340,3149,7489,6
606,Programas o planes estatales de salud,44,4217,3095,7312,6
607,Programas o planes estatales de salud,45,4086,3006,7092,6
608,Programas o planes estatales de salud,46,3890,2781,6671,6
609,Programas o planes estatales de salud,47,3840,2766,6606,6
610,Programas o planes estatales de salud,48,3711,2679,6390,6
611,Programas o planes estatales de salud,49,3802,2781,6583,6
612,Programas o planes estatales de salud,50,3933,2918,6851,6
613,Programas o planes estatales de salud,51,3610,2588,6198,6
614,Programas o planes estatales de salud,52,3507,2572,6079,6
615,Programas o planes estatales de salud,53,3190,2281,5471,6
616,Programas o planes estatales de salud,54,3202,2285,5487,6
617,Programas o planes estatales de salud,55,3148,2210,5358,6
618,Programas o planes estatales de salud,56,3072,2194,5266,6
619,Programas o planes estatales de salud,57,3206,2291,5497,6
620,Programas o planes estatales de salud,58,3156,2164,5320,6
621,Programas o planes estatales de salud,59,3169,2149,5318,6
622,Programas o planes estatales de salud,60,2620,2156,4776,6
623,Programas o planes estatales de salud,61,2023,1907,3930,6
624,Programas o planes estatales de salud,62,1885,2038,3923,6
625,Programas o planes estatales de salud,63,1516,1810,3326,6
626,Programas o planes estatales de salud,64,1337,1780,3117,6
627,Programas o planes estatales de salud,65,1154,1445,2599,6
628,Programas o planes estatales de salud,66,973,1026,1999,6
629,Programas o planes estatales de salud,67,860,896,1756,6
630,Programas o planes estatales de salud,68,837,762,1599,6
631,Programas o planes estatales de salud,69,775,715,1490,6
632,Programas o planes estatales de salud,70,729,554,1283,6
633,Programas o planes estatales de salud,71,690,476,1166,6
634,Programas o planes estatales de salud,72,681,486,1167,6
635,Programas o planes estatales de salud,73,581,405,986,6
636,Programas o planes estatales de salud,74,558,454,1012,6
637,Programas o planes estatales de salud,75,508,335,843,6
638,Programas o planes estatales de salud,76,500,315,815,6
639,Programas o planes estatales de salud,77,435,313,748,6
640,Programas o planes estatales de salud,78,429,280,709,6
641,Programas o planes estatales de salud,79,357,253,610,6
642,Programas o planes estatales de salud,80,323,201,524,6
643,Programas o planes estatales de salud,81,319,180,499,6
644,Programas o planes estatales de salud,82,298,169,467,6
645,Programas o planes estatales de salud,83,212,124,336,6
646,Programas o planes estatales de salud,84,191,147,338,6
647,Programas o planes estatales de salud,85,187,111,298,6
648,Programas o planes estatales de salud,86,167,90,257,6
649,Programas o planes estatales de salud,87,159,89,248,6
650,Programas o planes estatales de salud,88,166,59,225,6
651,Programas o planes estatales de salud,89,129,70,199,6
652,Programas o planes estatales de salud,90,114,55,169,6
653,Programas o planes estatales de salud,91,91,52,143,6
654,Programas o planes estatales de salud,92,81,33,114,6
655,Programas o planes estatales de salud,93,64,50,114,6
656,Programas o planes estatales de salud,94,47,28,75,6
657,Programas o planes estatales de salud,95,45,26,71,6
658,Programas o planes estatales de salud,96,33,25,58,6
659,Programas o planes estatales de salud,97,40,14,54,6
660,Programas o planes estatales de salud,98,25,19,44,6
661,Programas o planes estatales de salud,99,38,9,47,6
662,Programas o planes estatales de salud,100,7,-,7,6
663,Programas o planes estatales de salud,101,4,1,5,6
664,Programas o planes estatales de salud,102,8,2,10,6
665,Programas o planes estatales de salud,103,1,-,1,6
666,Programas o planes estatales de salud,105,2,-,2,6
667,Programas o planes estatales de salud,109,1,-,1,6
668,Programas o planes estatales de salud,110,2,-,2,6
670,"No tiene obra social, prepaga ni plan estatal",,Mujer/Femenino,Varón/Masculino,Total,6
671,"No tiene obra social, prepaga ni plan estatal",0,41636,42783,84419,6
672,"No tiene obra social, prepaga ni plan estatal",1,42776,44167,86943,6
673,"No tiene obra social, prepaga ni plan estatal",2,49565,49819,99384,6
674,"No tiene obra social, prepaga ni plan estatal",3,52266,53989,106255,6
675,"No tiene obra social, prepaga ni plan estatal",4,54306,54557,108863,6
676,"No tiene obra social, prepaga ni plan estatal",5,55061,56153,111214,6
677,"No tiene obra social, prepaga ni plan estatal",6,56731,58184,114915,6
678,"No tiene obra social, prepaga ni plan estatal",7,60080,61691,121771,6
679,"No tiene obra social, prepaga ni plan estatal",8,58875,60096,118971,6
680,"No tiene obra social, prepaga ni plan estatal",9,58599,59530,118129,6
681,"No tiene obra social, prepaga ni plan estatal",10,57417,58969,116386,6
682,"No tiene obra social, prepaga ni plan estatal",11,56827,57966,114793,6
683,"No tiene obra social, prepaga ni plan estatal",12,57841,58940,116781,6
684,"No tiene obra social, prepaga ni plan estatal",13,56127,57815,113942,6
685,"No tiene obra social, prepaga ni plan estatal",14,55601,56761,112362,6
686,"No tiene obra social, prepaga ni plan estatal",15,53624,54424,108048,6
687,"No tiene obra social, prepaga ni plan estatal",16,52961,53576,106537,6
688,"No tiene obra social, prepaga ni plan estatal",17,55660,56297,111957,6
689,"No tiene obra social, prepaga ni plan estatal",18,58228,59670,117898,6
690,"No tiene obra social, prepaga ni plan estatal",19,57314,57912,115226,6
691,"No tiene obra social, prepaga ni plan estatal",20,57383,56939,114322,6
692,"No tiene obra social, prepaga ni plan estatal",21,69269,67829,137098,6
693,"No tiene obra social, prepaga ni plan estatal",22,74408,71440,145848,6
694,"No tiene obra social, prepaga ni plan estatal",23,71351,68002,139353,6
695,"No tiene obra social, prepaga ni plan estatal",24,70743,66691,137434,6
696,"No tiene obra social, prepaga ni plan estatal",25,72519,66625,139144,6
697,"No tiene obra social, prepaga ni plan estatal",26,69836,64096,133932,6
698,"No tiene obra social, prepaga ni plan estatal",27,68460,63765,132225,6
699,"No tiene obra social, prepaga ni plan estatal",28,63124,58948,122072,6
700,"No tiene obra social, prepaga ni plan estatal",29,61641,58125,119766,6
701,"No tiene obra social, prepaga ni plan estatal",30,62552,59760,122312,6
702,"No tiene obra social, prepaga ni plan estatal",31,57157,54993,112150,6
703,"No tiene obra social, prepaga ni plan estatal",32,53458,52156,105614,6
704,"No tiene obra social, prepaga ni plan estatal",33,50647,49949,100596,6
705,"No tiene obra social, prepaga ni plan estatal",34,48960,47717,96677,6
706,"No tiene obra social, prepaga ni plan estatal",35,49563,48519,98082,6
707,"No tiene obra social, prepaga ni plan estatal",36,45343,45596,90939,6
708,"No tiene obra social, prepaga ni plan estatal",37,42404,42432,84836,6
709,"No tiene obra social, prepaga ni plan estatal",38,42538,42676,85214,6
710,"No tiene obra social, prepaga ni plan estatal",39,44360,44735,89095,6
711,"No tiene obra social, prepaga ni plan estatal",40,45819,45295,91114,6
712,"No tiene obra social, prepaga ni plan estatal",41,40785,41394,82179,6
713,"No tiene obra social, prepaga ni plan estatal",42,43286,43493,86779,6
714,"No tiene obra social, prepaga ni plan estatal",43,40832,41434,82266,6
715,"No tiene obra social, prepaga ni plan estatal",44,39388,39897,79285,6
716,"No tiene obra social, prepaga ni plan estatal",45,38552,38831,77383,6
717,"No tiene obra social, prepaga ni plan estatal",46,36330,35911,72241,6
718,"No tiene obra social, prepaga ni plan estatal",47,35252,36282,71534,6
719,"No tiene obra social, prepaga ni plan estatal",48,33404,33999,67403,6
720,"No tiene obra social, prepaga ni plan estatal",49,34381,35256,69637,6
721,"No tiene obra social, prepaga ni plan estatal",50,34276,35685,69961,6
722,"No tiene obra social, prepaga ni plan estatal",51,30883,31830,62713,6
723,"No tiene obra social, prepaga ni plan estatal",52,30262,31028,61290,6
724,"No tiene obra social, prepaga ni plan estatal",53,28209,28296,56505,6
725,"No tiene obra social, prepaga ni plan estatal",54,26932,27715,54647,6
726,"No tiene obra social, prepaga ni plan estatal",55,26094,27082,53176,6
727,"No tiene obra social, prepaga ni plan estatal",56,26027,26889,52916,6
728,"No tiene obra social, prepaga ni plan estatal",57,25312,26280,51592,6
729,"No tiene obra social, prepaga ni plan estatal",58,24798,25801,50599,6
730,"No tiene obra social, prepaga ni plan estatal",59,24860,25376,50236,6
731,"No tiene obra social, prepaga ni plan estatal",60,20964,23435,44399,6
732,"No tiene obra social, prepaga ni plan estatal",61,14735,21871,36606,6
733,"No tiene obra social, prepaga ni plan estatal",62,11863,21469,33332,6
734,"No tiene obra social, prepaga ni plan estatal",63,7981,19930,27911,6
735,"No tiene obra social, prepaga ni plan estatal",64,6064,18790,24854,6
736,"No tiene obra social, prepaga ni plan estatal",65,4783,14027,18810,6
737,"No tiene obra social, prepaga ni plan estatal",66,3322,6962,10284,6
738,"No tiene obra social, prepaga ni plan estatal",67,2929,5404,8333,6
739,"No tiene obra social, prepaga ni plan estatal",68,2550,3853,6403,6
740,"No tiene obra social, prepaga ni plan estatal",69,2327,3067,5394,6
741,"No tiene obra social, prepaga ni plan estatal",70,2048,2295,4343,6
742,"No tiene obra social, prepaga ni plan estatal",71,1755,1567,3322,6
743,"No tiene obra social, prepaga ni plan estatal",72,1656,1470,3126,6
744,"No tiene obra social, prepaga ni plan estatal",73,1408,1182,2590,6
745,"No tiene obra social, prepaga ni plan estatal",74,1380,1188,2568,6
746,"No tiene obra social, prepaga ni plan estatal",75,1274,961,2235,6
747,"No tiene obra social, prepaga ni plan estatal",76,1116,924,2040,6
748,"No tiene obra social, prepaga ni plan estatal",77,1087,888,1975,6
749,"No tiene obra social, prepaga ni plan estatal",78,971,737,1708,6
750,"No tiene obra social, prepaga ni plan estatal",79,905,754,1659,6
751,"No tiene obra social, prepaga ni plan estatal",80,866,660,1526,6
752,"No tiene obra social, prepaga ni plan estatal",81,699,516,1215,6
753,"No tiene obra social, prepaga ni plan estatal",82,711,522,1233,6
754,"No tiene obra social, prepaga ni plan estatal",83,528,396,924,6
755,"No tiene obra social, prepaga ni plan estatal",84,484,377,861,6
756,"No tiene obra social, prepaga ni plan estatal",85,509,344,853,6
757,"No tiene obra social, prepaga ni plan estatal",86,421,290,711,6
758,"No tiene obra social, prepaga ni plan estatal",87,398,260,658,6
759,"No tiene obra social, prepaga ni plan estatal",88,406,269,675,6
760,"No tiene obra social, prepaga ni plan estatal",89,408,298,706,6
761,"No tiene obra social, prepaga ni plan estatal",90,410,315,725,6
762,"No tiene obra social, prepaga ni plan estatal",91,309,243,552,6
763,"No tiene obra social, prepaga ni plan estatal",92,341,262,603,6
764,"No tiene obra social, prepaga ni plan estatal",93,281,248,529,6
765,"No tiene obra social, prepaga ni plan estatal",94,293,209,502,6
766,"No tiene obra social, prepaga ni plan estatal",95,262,224,486,6
767,"No tiene obra social, prepaga ni plan estatal",96,233,156,389,6
768,"No tiene obra social, prepaga ni plan estatal",97,210,169,379,6
769,"No tiene obra social, prepaga ni plan estatal",98,219,221,440,6
770,"No tiene obra social, prepaga ni plan estatal",99,206,173,379,6
771,"No tiene obra social, prepaga ni plan estatal",100,19,10,29,6
772,"No tiene obra social, prepaga ni plan estatal",101,12,8,20,6
773,"No tiene obra social, prepaga ni plan estatal",102,37,19,56,6
774,"No tiene obra social, prepaga ni plan estatal",103,19,12,31,6
775,"No tiene obra social, prepaga ni plan estatal",104,6,6,12,6
776,"No tiene obra social, prepaga ni plan estatal",105,6,1,7,6
777,"No tiene obra social, prepaga ni plan estatal",106,6,4,10,6
778,"No tiene obra social, prepaga ni plan estatal",107,2,4,6,6
779,"No tiene obra social, prepaga ni plan estatal",108,2,1,3,6
780,"No tiene obra social, prepaga ni plan estatal",109,9,2,11,6
781,"No tiene obra social, prepaga ni plan estatal",110,9,2,11,6
899,Obra social o prepaga (incluye PAMI),,Mujer/Femenino,Varón/Masculino,Total,10
900,Obra social o prepaga (incluye PAMI),0,890,960,1850,10
901,Obra social o prepaga (incluye PAMI),1,1060,1086,2146,10
902,Obra social o prepaga (incluye PAMI),2,1188,1208,2396,10
903,Obra social o prepaga (incluye PAMI),3,1412,1420,2832,10
904,Obra social o prepaga (incluye PAMI),4,1505,1459,2964,10
905,Obra social o prepaga (incluye PAMI),5,1624,1680,3304,10
906,Obra social o prepaga (incluye PAMI),6,1653,1677,3330,10
907,Obra social o prepaga (incluye PAMI),7,1712,1831,3543,10
908,Obra social o prepaga (incluye PAMI),8,1753,1726,3479,10
909,Obra social o prepaga (incluye PAMI),9,1765,1770,3535,10
910,Obra social o prepaga (incluye PAMI),10,1774,1715,3489,10
911,Obra social o prepaga (incluye PAMI),11,1840,1969,3809,10
912,Obra social o prepaga (incluye PAMI),12,1871,1997,3868,10
913,Obra social o prepaga (incluye PAMI),13,2037,1998,4035,10
914,Obra social o prepaga (incluye PAMI),14,2013,2007,4020,10
915,Obra social o prepaga (incluye PAMI),15,1944,2073,4017,10
916,Obra social o prepaga (incluye PAMI),16,2036,1966,4002,10
917,Obra social o prepaga (incluye PAMI),17,2037,2070,4107,10
918,Obra social o prepaga (incluye PAMI),18,1999,1914,3913,10
919,Obra social o prepaga (incluye PAMI),19,1817,1764,3581,10
920,Obra social o prepaga (incluye PAMI),20,1785,1679,3464,10
921,Obra social o prepaga (incluye PAMI),21,945,1041,1986,10
922,Obra social o prepaga (incluye PAMI),22,881,908,1789,10
923,Obra social o prepaga (incluye PAMI),23,846,891,1737,10
924,Obra social o prepaga (incluye PAMI),24,937,995,1932,10
925,Obra social o prepaga (incluye PAMI),25,1074,1046,2120,10
926,Obra social o prepaga (incluye PAMI),26,1132,1108,2240,10
927,Obra social o prepaga (incluye PAMI),27,1232,1267,2499,10
928,Obra social o prepaga (incluye PAMI),28,1346,1261,2607,10
929,Obra social o prepaga (incluye PAMI),29,1450,1423,2873,10
930,Obra social o prepaga (incluye PAMI),30,1585,1529,3114,10
931,Obra social o prepaga (incluye PAMI),31,1499,1535,3034,10
932,Obra social o prepaga (incluye PAMI),32,1479,1492,2971,10
933,Obra social o prepaga (incluye PAMI),33,1571,1572,3143,10
934,Obra social o prepaga (incluye PAMI),34,1613,1505,3118,10
935,Obra social o prepaga (incluye PAMI),35,1862,1758,3620,10
936,Obra social o prepaga (incluye PAMI),36,1716,1666,3382,10
937,Obra social o prepaga (incluye PAMI),37,1667,1755,3422,10
